yr,month,day,code,code_b,trt,site_broadly,site_rep,site,trap,species,replicate,wing center (mm),thorax length (mm),head length (mm),forearm length (mm),horn length (mm),body length (mm),TrapCount,,,
2022,6,10,bison_1-6,bison1_1_NW_6,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,7,7.66,5.37,4.26,4.54,NA,17.29,13,,,
2022,6,10,bison_1-6,bison1_1_NW_6,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,8,7.11,5.02,3.79,3.88,NA,15.92,13,,,
2022,6,10,bison_1-6,bison1_1_NW_6,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,9,6.1,4.29,3.16,3.38,NA,13.55,13,,,
2022,6,10,bison_1-6,bison1_1_NW_6,bison,bison_1,1,bison1_1,NW,Canthon_pilularius,10,6.5,4.61,3.41,3.85,NA,14.52,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,1,7.9,6,4.31,4.83,NA,18.21,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,2,6.77,4.92,3.64,3.7,NA,15.33,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,3,7.27,5,3.56,4.05,NA,15.83,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,4,6.49,4.3,3.27,3.59,NA,14.06,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,5,6.62,4.53,3.48,3.79,NA,14.63,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,6,7.47,5.07,3.67,3.32,NA,16.21,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,7,7.08,5.01,3.49,3.88,NA,15.58,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,8,7.93,5.95,4.31,4.67,NA,18.19,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,9,8.36,5.88,4.32,4.9,NA,18.56,13,,,
2022,8,18,bison_1-8,bison1_1_SW_8,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,10,7.82,5.58,4.23,4.29,NA,17.63,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,1,6.95,5.08,3.52,3.47,NA,15.55,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,2,8.05,5.77,4.3,4.07,NA,18.12,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,3,7.73,5.62,4.21,4.17,NA,17.56,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,4,7.61,5.32,4.05,3.8,NA,16.98,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,5,7.66,4.91,3.85,3.62,NA,16.42,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,6,7.92,5.34,4.19,4.27,NA,17.45,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,7,7.63,5.31,3.9,3.88,NA,16.84,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,8,8.35,5.58,4.22,4.33,NA,18.15,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,9,8.48,5.83,4.35,4.63,NA,18.66,13,,,
2022,6,23,bison_2-6,bison2_2_SW_6,bison,bison_2,2,bison2_2,SW,Canthon_pilularius,10,7.25,5.07,3.68,4.06,NA,16,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,1,7.89,5.42,3.97,4.63,NA,17.28,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,2,7.63,5.55,3.82,4.49,NA,17,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,3,7.51,5.46,3.83,4.2,NA,16.8,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,4,7.41,5.1,3.65,3.73,NA,16.16,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,5,7.35,5.25,3.97,4.09,NA,16.57,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,6,7.75,5.76,4.04,3.82,NA,17.55,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,7,7.07,5.27,3.57,3.93,NA,15.91,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,8,7.77,5.55,4.31,4.18,NA,17.63,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,9,7.07,5.21,3.72,4.12,NA,16,13,,,
2022,8,12,cattle_2-8,cattle2_1_SE_8,cattle,cattle_2,1,cattle2_1,SE,Canthon_pilularius,10,7.08,5.09,3.49,3.5,NA,15.66,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,1,7.81,5.41,4.03,4.4,NA,17.25,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,2,6.98,4.98,3.68,3.69,NA,15.64,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,3,6.8,5.11,3.72,3.85,NA,15.63,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,4,7.83,5.47,4.04,4.51,NA,17.34,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,5,6.75,4.5,3.78,3.49,NA,15.03,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,6,7.49,5.26,3.92,4.13,NA,16.67,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,7,7.97,5.58,4.17,4.79,NA,17.72,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,8,7.85,5.64,4.07,4.75,NA,17.56,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,9,7.65,5.33,3.99,4.42,NA,16.97,13,,,
2022,8,12,cattle_2-8,cattle2_2_SW_8,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,10,7.18,4.79,3.92,3.78,NA,15.89,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,1,7.93,6.1,4.63,5.33,NA,18.66,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,2,6.39,5.23,2.94,4.3,NA,14.56,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,3,7.02,5.44,3.36,4.53,NA,15.82,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,4,7.36,5.72,3.81,5.35,NA,16.89,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,5,6.2,5.54,3.69,4.78,NA,15.43,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,6,6.21,5.23,3.26,4.63,NA,14.7,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,7,6.95,4.93,3.92,4.7,NA,15.8,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,8,6.97,5.58,3.96,4.83,NA,16.51,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,9,8.3,6.68,4.01,6.07,NA,18.99,13,,,
2022,8,18,ungrazed_2-8,ungrazed2_1_SE_8,ungrazed,ungrazed_2,1,ungrazed2_1,SE,Canthon_pilularius,10,7.95,6.31,4.86,5.46,NA,19.12,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_female,1,2.87,2.83,1.67,1.85,NA,7.37,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_female,2,2.18,2.27,1.28,1.25,NA,5.73,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_female,3,3.04,2.78,1.69,1.88,NA,7.51,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_female,4,3.13,2.9,1.94,1.71,NA,7.97,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_female,5,3.5,3.47,1.96,1.89,NA,8.93,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,1,3,3.27,1.74,1.82,NA,8.01,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,2,3.02,2.94,1.77,1.61,NA,7.73,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,3,2.44,2.29,1.24,1.52,NA,5.97,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,4,3.16,2.93,1.72,1.76,NA,7.81,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,5,3.14,2.91,1.71,1.69,NA,7.76,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,6,3.23,3.05,1.45,1.02,NA,7.73,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,7,2.82,2.79,1.61,1.85,NA,7.22,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,1,2.76,2.66,1.66,1.39,NA,7.08,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,2,3,2.81,1.5,1.57,NA,7.31,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,3,3.06,3.03,1.9,1.57,NA,7.99,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,4,2.82,2.54,1.56,1.43,NA,6.92,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,5,2.92,2.77,1.55,1.85,NA,7.24,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,6,2.72,2.48,1.45,1.38,NA,6.65,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,7,2.76,2.78,1.67,1.58,NA,7.21,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_female,8,3.2,3.33,1.81,1.98,NA,8.34,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,1,2.89,3.06,1.53,1.64,NA,7.48,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,2,2.95,2.96,1.69,1.59,NA,7.6,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,3,3.57,3.26,1.95,1.92,NA,8.78,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,4,3.44,3.05,1.82,1.77,NA,8.31,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,5,3.09,2.83,1.67,1.72,NA,7.59,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,6,3.3,3.03,1.74,1.77,NA,8.07,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_female,7,3.39,3.2,2.39,1.94,NA,8.98,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,1,3.04,3.37,2.28,2.27,NA,8.69,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,2,3.16,3.42,2.18,2.11,NA,8.76,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,3,3.42,3.29,1.86,2.15,NA,8.57,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,4,2.84,2.52,1.28,1.7,NA,6.64,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,5,3.09,3.03,1.74,2.37,NA,7.86,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,6,3.08,2.89,1.86,1.85,NA,7.83,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,7,2.64,2.35,1.47,1.61,NA,6.46,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_female,8,2.65,2.85,1.91,2.04,NA,7.41,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,1,2.83,3.02,1.66,1.63,0.72,7.51,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,2,2.98,2.84,1.85,1.69,1.13,7.67,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,3,2.82,3.16,1.83,1.6,1.03,7.81,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,4,2.99,3.42,1.88,1.68,0.79,8.29,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,5,3.34,3.25,2.06,1.9,1.37,8.65,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,6,2.89,3.04,1.81,1.68,0.89,7.74,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,7,2.71,3.06,1.57,1.64,1.09,7.34,13,,,
2022,6,10,bison_1-6,bison1_2_NE_6,bison,bison_1,2,bison1_2,NE,Onthophagus_nuchicornis_male,8,3.15,3.13,2.2,1.9,1.08,8.48,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,1,2.82,2.49,1.61,1.51,0.58,6.92,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,2,2.83,2.49,1.8,1.67,1,7.12,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,3,3.03,2.75,1.68,1.65,1.22,7.46,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,4,3.11,2.8,1.73,1.91,1.26,7.64,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,5,2.86,2.56,1.87,1.6,0.96,7.29,13,,,
2022,8,12,cattle_2-8,cattle2_1_SW_8,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,6,3.14,2.98,1.85,1.72,1.34,7.97,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_male,1,2.84,2.52,1.9,2.03,1.24,7.26,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_male,2,2.89,2.58,1.63,1.82,0.78,7.1,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_male,3,3.01,2.83,1.77,1.75,1.37,7.61,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_male,4,3.02,2.58,1.92,1.84,1.41,7.52,13,,,
2022,7,21,cattle_3-7,cattle3_1_SW_7,cattle,cattle_3,1,cattle3_1,SW,Onthophagus_nuchicornis_male,5,3.02,2.79,1.86,1.8,1.13,7.67,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,1,3.33,3.39,2.28,2.08,1.38,9,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,2,3.26,3.25,1.83,1.69,0.97,8.34,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,3,3.55,3.46,2.09,1.93,1.32,9.1,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,4,3.26,3.19,1.86,1.81,1.08,8.31,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,5,3.65,3.93,2.42,2.12,1.43,10,13,,,
2022,6,10,trtpd_2-6,trtpd2_NE_6,trtpd,trtpd_2,1,trtpd2,NE,Onthophagus_nuchicornis_male,6,3.11,3.11,1.99,1.84,1.34,8.21,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_male,1,2.61,2.23,1.85,1.84,1.41,6.69,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_male,2,3.26,3.55,2.02,2.32,1.31,8.83,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_male,3,3.19,3.8,2.15,2.43,1.16,9.14,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_male,4,3.27,3.81,2.19,2.43,1.19,9.27,13,,,
2022,8,12,untrtpd_1-8,untrtpd1_SW_8,untrtpd,untrtpd_1,1,untrtpd1,SW,Onthophagus_nuchicornis_male,5,3.64,3.85,2.14,2.6,1.39,9.63,13,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,1,7.65,5.52,4.07,4.25,NA,17.24,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,2,7.8,5.51,4.07,4.2,NA,17.38,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,3,6.56,4.72,3.63,3.99,NA,14.91,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,4,7.1,5.34,3.92,4.13,NA,16.36,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,5,6.26,4.45,3.3,3.49,NA,14.01,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,6,6.52,4.75,3.46,3.66,NA,14.73,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,7,6.62,4.59,3.59,3.72,NA,14.8,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,8,6.81,5.04,3.87,4.19,NA,15.72,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,9,6.88,4.95,3.99,3.91,NA,15.82,14,,,
2022,6,10,bison_1-6,bison1_1_SW_6,bison,bison_1,1,bison1_1,SW,Canthon_pilularius,10,6.8,5.03,3.67,4.04,NA,15.5,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,1,7.49,5.16,3.74,3.75,NA,16.39,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,2,7.68,5.3,4.07,4.04,NA,17.05,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,3,6.94,5.33,3.87,3.97,NA,16.14,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,4,7.24,5.06,3.99,3.82,NA,16.29,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,5,6.88,4.77,3.61,3.39,NA,15.26,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,6,7.99,5.49,4.16,4.63,NA,17.64,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,7,7.62,5.45,3.96,4.16,NA,17.03,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,8,7.88,5.27,3.9,3.7,NA,17.05,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,9,7.49,5.18,3.94,3.94,NA,16.61,14,,,
2022,6,23,bison_2-6,bison2_2_NW_6,bison,bison_2,2,bison2_2,NW,Canthon_pilularius,10,7.47,5.28,4.03,4.4,NA,16.78,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,1,6.56,4.22,3.31,3.17,NA,14.09,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,2,7.72,5.47,4.11,3.68,NA,17.3,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,3,7.09,5.27,3.98,3.41,NA,16.34,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,4,7.75,5.46,4.14,3.92,NA,17.35,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,5,7.19,5.08,3.74,4.05,NA,16.01,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,6,6.76,4.65,3.58,3.39,NA,14.99,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,7,7.17,5.02,3.93,3.95,NA,16.12,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,8,6.93,4.8,3.61,3.59,NA,15.34,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,9,7.29,5.12,3.94,3.98,NA,16.35,14,,,
2022,7,20,cattle_2-7,cattle2_2_SW_7,cattle,cattle_2,2,cattle2_2,SW,Canthon_pilularius,10,6.68,4.72,3.58,3.58,NA,14.98,14,,,
2022,8,24,ungrazed_2-8,ungrazed2_2_NW_8,ungrazed,ungrazed_2,2,ungrazed2_2,NW,Canthon_pilularius,1,7.7,6.47,4.25,5.31,NA,18.42,14,,,
2022,8,24,ungrazed_2-8,ungrazed2_2_NW_8,ungrazed,ungrazed_2,2,ungrazed2_2,NW,Canthon_pilularius,2,6.84,5.22,3.73,4.25,NA,15.79,14,,,
2022,8,24,ungrazed_2-8,ungrazed2_2_NW_8,ungrazed,ungrazed_2,2,ungrazed2_2,NW,Canthon_pilularius,3,8.23,6.44,4.29,5.71,NA,18.96,14,,,
